year,agg_level_desc,statisticcat_desc,domaincat_desc,region_desc,load_time,reference_period_desc,state_ansi,commodity_desc,sector_desc,country_code,congr_district_code,domain_desc,watershed_code,short_desc,prodn_practice_desc,asd_desc,location_desc,asd_code,county_code,source_desc,freq_desc,state_fips_code,util_practice_desc,Value,county_name,state_name,week_ending,state_alpha,unit_desc,class_desc,country_name,zip_5,watershed_desc,end_code,begin_code,county_ansi,group_desc,CV (%)
1961,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.34,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1960,STATE,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,,ALASKA,,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.52,,ALASKA,,AK,TONS / ACRE,(EXCL ALFALFA),UNITED STATES,,,00,00,,FIELD CROPS,
1995,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.19,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1994,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1993,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.84,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1992,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.97,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1991,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.23,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1990,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.72,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1989,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.24,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1988,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.22,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1987,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.23,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1986,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.19,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1985,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.06,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1984,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.36,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1983,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.3,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1982,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.21,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1981,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.39,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1980,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.86,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1979,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.03,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1978,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.53,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1977,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.39,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1976,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.56,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1975,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.72,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1974,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.2,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1973,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.25,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1972,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.22,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1971,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.93,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1970,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.13,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1969,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.91,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1968,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.33,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1967,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.22,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1966,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.39,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1965,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.45,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1964,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.19,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1963,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.14,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1962,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.17,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1961,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.21,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1960,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,TANANA VALLEY,"ALASKA, TANANA VALLEY",10,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.37,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1995,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.21,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1994,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.25,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1993,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1992,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.13,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1991,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.12,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1990,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.33,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1989,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.42,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1988,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,2.03,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1987,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.3,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1986,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.33,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1985,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.48,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1984,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.77,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1983,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.63,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1982,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,0.98,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1981,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.55,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
1980,AGRICULTURAL DISTRICT,YIELD,NOT SPECIFIED,,2012-01-01 00:00:00.000,YEAR,02,HAY,CROPS,9000,,TOTAL,00000000,"HAY - YIELD, MEASURED IN TONS / ACRE",ALL PRODUCTION PRACTICES,MATANUSKA-SUSITNA-ANCHORAGE,"ALASKA, MATANUSKA-SUSITNA-ANCHORAGE",20,,SURVEY,ANNUAL,02,ALL UTILIZATION PRACTICES,1.34,,ALASKA,,AK,TONS / ACRE,ALL CLASSES,UNITED STATES,,,00,00,,FIELD CROPS,
